dingo (Australian carnivore, Canis (lupus) dingo),でぃんご
deoxyribo (nucleic acid),でおきしるぼ
theocracy,ておくらしー
deodorant,でおどらんと
theophylline,ておふぃりん
theobromine,ておぶろみん
deca-,でか
10^1,でか
decare,でかーる
loud voice,でかごえ
fragrant orchid (Gymnadenia conopsea),てがたちどり
decadent,でかだん
decadence,でかだんす
large penis,でかちん
huge dick,でかちん
decoupler,でかっぷら
decoupling,でかっぷりんぐ
huge breasts,でかぱい
Tegafur,てがふーる
Decembrist (19C Russian revolutionaries) (rus: Dekabrist),でかぶりすと
decoupling,でかぷりんぐ
decametre,でかめーとる
decameter,でかめーとる
dekametre,でかめーとる
dekameter,でかめーとる
decaliter,でかりっとる
decalitre,でかりっとる
transfer (fre: decalcomanie),でかるこまにー
Cartesian coordinates,でかるとざひょう
rectangular coordinates,でかるとざひょう
Decalogue (i.e. the Ten Commandments),でかろぐ
decanter,でかんた
decanter,でかんたー
decanting (of wine, etc.) (fre: decantage),でかんたーじゅ
beefsteak,てき
tequila,てきーら
Texas,てきさす
Texas hit (baseball),てきさすひっと
Texas leaguer,てきさすひっと
Texas leaguer,てきさすりーがー
Dixie,できしー
Dixieland,できしーらんど
Dixieland jazz,できしーらんどじゃず
text,てきす
textile,てきすたいる
textile design,てきすたいるでざいん
texture,てきすちゃ
text,てきすと
text book,てきすと
text position,てきすといち
text image,てきすといめー
text editor,てきすとえでぃた
text object,てきすとおぶじぇくと
start of text,てきすとかいし
STX,てきすとかいし
text plane,てきすとがめん
text local coordinate system,てきすときょくしょざひょうけい
text extent,てきすとくいき
text query,てきすとくえり
text format,てきすとけいしき
end of text,てきすとしゅうけつ
ETX,てきすとしゅうけつ
text processing,てきすとしょり
text slide,てきすとすらいど
character data,てきすとでーた
text alignment,てきすとはいち
text precision,てきすとひょうじせいど
text file,てきすとふぁいる
text format,てきすとふぉーまっと
text font,てきすとふぉんと
textbook,てきすとぶっく
text block,てきすとぶろっく
text plane,てきすとへいめん
text direction vectors,てきすとへいめんていぎべくとる
text based (e.g. interface),てきすとべーす
text path,てきすとほうこう
text box,てきすとぼっくす
text mode,てきすともーど
text label,てきすとらべる
dextran,できすとらん
dextrin,できすとりん
racketeer,てきや
faker,てきや
stall-keeper,てきや
technology,てく
technique,てく
going on foot,てくしー
to foot it,てくしーでいく
to hoof it,てくしーでいく
to go on foot,てくしーでいく
textile,てくすたいる
texture,てくすちゃ
texture,てくすちゃー
texture mapping,てくすちゃまっぴんぐ
texture,てくすちゅあ
text,てくすと
text book,てくすと
texel,てくせる
tektite,てくたいと
tectonics,てくとにくす
Tektronics,てくとろにくす
Technicolor,てくにからー
technical,てくにかる
technical diver,てくにかる・だいばー
technical diving,てくにかる・だいびんぐ
technical support,てくにかるさぽーと
technical term,てくにかるたーむ
technical diver,てくにかるだいばー
technical diving,てくにかるだいびんぐ
technical,てくにかるねーむ
technical knockout,てくにかるのっくあうと
technical foul,てくにかるふぁうる
technical fall,てくにかるふぉーる
technical program,てくにかるぷろぐらむ
technical point,てくにかるぽいんと
technical merit,てくにかるめりっと
technics,てくにくす
technician,てくにしゃん
technique,てくにっく
technetium (Tc),てくねちうむ
technetronic,てくねとろにっく
techno-,てくの
techno,てくの
techno-pop,てくの
technoeconomics,てくのいこのみっくす
techno-industrial,てくのいんだすとりある
techno cut,てくのかっと
technical,てくのかる
technical term,てくのかるたーむ
technocrat,てくのくらーと
technocracy,てくのくらしー
techno-science,てくのさいえんす
techno sound,てくのさうんど
techno-superliner (high-speed Japanese cargo ship),てくのすーぱーらいなー
TSL,てくのすーぱーらいなー
technostructure,てくのすとらくちゃー
techno-stress,てくのすとれす
technonationalism,てくのなしょなりずむ
technophobia,てくのふぉびあ
technopeasant,てくのぺざんと
techno-pop,てくのぽっぷ
technopolis,てくのぽりす
techno mart,てくのまーと
technomist,てくのみすと
techno lady,てくのれでぃー
technology,てくのろじ
technology,てくのろじー
technology art,てくのろじーあーと
technology assessment,てくのろじーあせすめんと
technology gap,てくのろじーぎゃっぷ
technology transfer,てくのろじーとらんすふぁー
technology bubble,てくのろじーばぶる
technologies,てくのろじず
carving (fre: decoupage),でくぱーじゅ
cutting up,でくぱーじゅ
low status (fre: declasse),でくらっせ
Tekram,てくらむ
declamation,でくらめーしょん
degree,でぐりー
decrypt,でくりぷと
decrement,でくりめんと
decrescendo,でくれっしぇんど
decay,でけい
ticket,てけつ
decoy,でこい
supporting,てこいれ
shoring up,てこいれ
decoder,でこーだ
decoder,でこーだー
decoding,でこーでぃんぐ
decode,でこーど
decorated cell phone,でこでん
decorated truck,でことら
art truck,でことら
carving (fre: decoupage),でこぱーじゅ
cutting up,でこぱーじゅ
poke in the forehead,でこぴん
Citrus reticulata Siranui,でこぽん
type of citrus fruit (sweet orange with a lump at the top),でこぽん
Decola (brand-name laminate similar to Formica, made of melamine resin),でこら
decorative,でこらてぃぶ
low-cut (fre: decolletee),でこるて
decoration,でこれーしょん
decorated cake (和製: decoration cake),でこれーしょんけーき
fancy cake,でこれーしょんけーき
deconstruction,でこんすとらくしょん
Tae Kwon Do,てこんどー
decompiler,でこんぱいら
deconvolution,でこんぼりゅーしょん
dessert,でざーと
desert,でざーと
dessert wine,でざーとわいん
dessert,でさーる
desire,でざいあ
designer,でざいなー
designer drug,でざいなーどらっぐ
Designer2000,でざいなーにせん
designer brand,でざいなーぶらんど
design,でざいん
design-in,でざいんいん
design size,でざいんすんぽう
design center,でざいんせんたー
design promoter,でざいんぷろもーたー
design policy,でざいんぽりしー
disillusion,でさりゅーじょん
First Epistle to the Thessalonians (book of the Bible),てさろにけのしんとへのてがみいち
Second Epistle to the Thessalonians (book of the Bible),てさろにけのしんとへのてがみに
deci-,でし
10^-1,でし
digital analog,でじあな
digital single lens reflex camera,でじいち
digital SLR camera,でじいち
digital camera,でじかめ
desiccator,でしけーたー
to dedicate,でじけーと
decision,でしじょん
decision-making,でしじょんめーきんぐ
decision room,でしじょんるーむ
digitizer,でじたいざ
digitizer,でじたいざー
digital,でじたる
digital archive,でじたるあーかいぶ
digital RGB,でじたるあーじーびー
digital art,でじたるあーと
digital ID,でじたるあいでぃー
digital-to-analog converter,でじたるあなろぐへんかんき
DA converter,でじたるあなろぐへんかんき
DAC,でじたるあなろぐへんかんき
digital ink,でじたるいんく
digital-to-analog converter,でじたるーあなろぐへんかんかいろ
Digital Satellite Service,でじたるえいせいほうそう
DSS,でじたるえいせいほうそう
digital audio,でじたるおーでぃお
DA,でじたるおーでぃお
digital audio tape recorder,でじたるおーでぃおてーぷれこーだー
digital audio radio service,でじたるおーでぃおらじおさーびす
DARS,でじたるおーでぃおらじおさーびす
digital music,でじたるおんがく
digital sound file,でじたるおんがくふぁいる
digitization,でじたるか
digital line,でじたるかいせん
digital camera,でじたるかめら
digital-to-analog,でじたるからあなろぐへ
digital cash,でじたるきゃっしゅ
digital cash card,でじたるきゃっしゅかーど
digital computer,でじたるけいさんき
digital switch,でじたるこうかんき
digital data exchange network,でじたるこうかんもう
digital content,でじたるこんてんつ
digital computer,でじたるこんぴゅーた
digital computer,でじたるこんぴゅーたー
digital signal processor,でじたるしぐなるぷろせっさ
DSP,でじたるしぐなるぷろせっさ
digital photography,でじたるしゃしん
digital picture,でじたるしゃしん
digital certificate,でじたるしょうめい
digital authentication,でじたるしょうめい
digital signature,でじたるしょめい
digital signature algorithm,でじたるしょめいあるごりずむ
digital signal,でじたるしんごう
digital signal processing,でじたるしんごうしょり
DSP,でじたるしんごうしょり
Digital Signal Processor,でじたるしんごうぷろせっさ
DSP,でじたるしんごうぷろせっさ
digital synthesizer,でじたるしんせさいざー
digital still camera,でじたるすちるかめら
digital speedometer,でじたるすぴーどめーたー
digital communication,でじたるつうしん
digital divide,でじたるでぃばいど
digital divide,でじたるでばいど
digital television,でじたるてれび
digital clock,でじたるどけい
digital Hi-Vision,でじたるはいびじょん
digital Hi-Vision channel,でじたるはいびじょんちゃんねる
digital Private Branch eXchange,でじたるぴーびーえっくす
DPBX,でじたるぴーびーえっくす
digital video,でじたるびでお
Digital Video camera,でじたるびでおかめら
Digital Video Disk,でじたるびでおでぃすく
digital Video Tape Recorder,でじたるぶいてぃーあー
digital book,でじたるぶっく
digital pen,でじたるぺん
digital broadcasting,でじたるほうそう
digital monster (internationally popular cartoon and comic series),でじたるもんすたー
digital license,でじたるらいせんす
digital radio,でじたるらじお
digital remastering,でじたるりますたー
design (fre: dessiner),でしね
decibel,でしべる
dB,でしべる
decimal,でしまる
decimal point,でしまるぽいんと
decimeter,でしめーとる
digital monster (internationally popular cartoon and comic series),でじもん
deja vu,でじゃう
something already seen or experienced,でじゃう
feeling of having seen or experienced something at least once before,でじゃう
deja vu,でじゃヴゅ
something already seen or experienced,でじゃヴゅ
feeling of having seen or experienced something at least once before,でじゃヴゅ
deja vu,でじゃびゅ
something already seen or experienced,でじゃびゅ
feeling of having seen or experienced something at least once before,でじゃびゅ
Deschutes,でしゅーつ
Deschutes,でしゅーと
deciliter,でしりっとる
crepe de Chine,でしん
death,です
disillusion,ですぃりゅーじょん
death education,ですえでゅけーしょん
de-escalation,ですかれーしょん
de-escalate,ですかれーと
desk,ですく
copy editor,ですく
desk accessory,ですくあくせさり
DA,ですくあくせさり
desk set,ですくせっと
desk-top computer,ですくとっぷ
desktop of a computer (the primary screen for most graphical-based computer operating systems),ですくとっぷ
desktop experience,ですくとっぷえくすぺりえんす
desktop conferencing,ですくとっぷかいぎ
desktop-type,ですくとっぷかた
desktop-type computer,ですくとっぷかたこんぴゅーた
desktop-type PC,ですくとっぷかたぴーしー
desktop environment,ですくとっぷかんきょう
desktop computer,ですくとっぷこんぴゅーた
desktop publishing,ですくとっぷしゅっぱん
desktop personal computer,ですくとっぷぱそこん
desktop pattern,ですくとっぷぱたーん
desktop publishing,ですくとっぷぱぶりっしんぐ
desktop PC,ですくとっぷぴーしー
desktop presentation,ですくとっぷぷれぜんてーしょん
desktop music,ですくとっぷみゅーじっく
DTM,ですくとっぷみゅーじっく
deskband,ですくばんど
desk plan,ですくぷらん
description,ですくりぷしょん
descriptor,ですくりぷた
desk work,ですくわーく
tester,てすたー
testament,てすためんと
destiny,ですてぃにー
destination,ですてぃねーしょん
destination drive,ですてぃねーしょんどらいぶ
testing,てすてぃんぐ
test,てすと
test campaign,てすときゃんぺーん
test case,てすとけーす
test results,てすとけっか
test specification,てすとしよう
test script,てすとすくりぷと
testosterone,てすとすてろん
test-set,てすとせっと
test driver,てすとどらいばー
test pilot,てすとぱいろっと
test pattern,てすとぱたーん
test version, edition, release,てすとばん
testpiece,てすとぴーす
test marketing,てすとまーけてぃんぐ
test match,てすとまっち
test-mail,てすとめーる
static test mode,てすともーど
test rider,てすとらいだー
destructor,ですとらくた
test run,てすとらん
trial run,てすとらん
test release,てすとりりーす
destroyer,ですとろいやー
distributor cap,ですびきゃっぷ
despew,ですぴゅー
despooler,ですぷーら
dispel (esp. magic or potion used to return one's character to normal status in an RPG, etc.),ですぺる
desperate,ですぺれーと
despot,ですぽっと
despotism,ですぽてぃずむ
death mask,ですますく
fight to a finish (和製: death match),ですまっち
desperate struggle,ですまっち
desmosome,ですもそーむ
tesla,てすら
basket star (any brittlestar of family Euryalina),てずるもずる
basket fish,てずるもずる
deduction,でだくしょん
detach,でたっち
detached coat,でたっちとこーと
tetany,てたにー
irresponsible utterance,でたらめ
nonsense,でたらめ
bullshit,でたらめ
codswallop,でたらめ
random,でたらめ
haphazard,でたらめ
unsystematic,でたらめ
deterrent gap,でたれんとぎゃっぷ
detente,でたんと
Tethys Sea,てちすかい
deck,でっき
deck shoes,でっきしゅーず
deck chair,でっきちぇあ
deck brush,でっきぶらし
deck plate,でっきぷれーと
comet goldfish,てつぎょ
technical center,てっく
technical centre,てっく
TeX,てっく
DEC,でっく
Tech Ed,てっくえど
rough texture,てっくす
texture,てっくす
TechWire,てっくわいやー
rough sketch (fre: dessin),でっさん
dead,でっど
dead water,でっどうおーたー
dead end,でっどえんど
tragic ending (e.g. of film),でっどえんど
dead-on-arrival,でっどおんあらいばる
dead copy,でっどこぴー
debt service ratio,でっとさーびすれしお
dead stock,でっどすとっく
dead space,でっどすぺーす
dead time,でっどたいむ
dead heat,でっどひーと
dead point,でっどぽいんと
hit a batter by pitching a ball (baseball) (和製: dead ball),でっどぼーる
dead-ball line,でっどぼーるらいん
deadline,でっどらいん
dead lift,でっどりふと
deadlock,でっどろっく
deadlock avoidance,でっどろっくかいひ
archerfish (any fish of family Toxotidae, esp. the banded archerfish, Toxotes jaculatrix),てっぽううお
basket star (any brittlestar of family Euryalina),てづるもづる
basket fish,てづるもづる
teddy (bear) (type of lingerie),てでぃー
teddy bear,てでぃーべあ
dedication,ででぃけーしょん
dedicate,ででぃけーと
detail,でてーる
detector,でてくたー
detective,でてくてぃぶ
Tet Offensive (North Vietnamese offensive launched in January 1968),てとこうせい
Epistle to Titus (book of the Bible),てとすへのてがみ
detox,でとっくす
detonation,でとねーしょん
tetrachloroethylene,てとらくろろえちれん
tetracycline,てとらさいくりん
Tetrapack,てとらぱっく
tetrahydrocannabinol,てとらひどろかんなびのーる
THC,てとらひどろかんなびのーる
Tetrapod,てとらぽっど
Tetris,てとりす
detritus,でとりたす
tetrodotoxin,てとろどときしん
Tetoron,てとろん
tenor,てなー
tenor sax,てなーさっくす
freshwater prawn (any species in the genus Macrobrachium),てながえび
gibbon (any small, long-armed ape of family Hylobatidae),てながざる
long-armed octopus (Octopus minor),てながだこ
tenant,てなんと
denier,でにーる
tennis,てにす
tennis-wear,てにすうぇあ
tennis elbow,てにすえるぼー
tennis club,てにすくらぶ
tennis court,てにすこーと
tennis shoes,てにすしゅーず
tennis elbow,てにすひじ
tennis player,てにすぷれいやー
tennis player,てにすぷれーやー
tennis ball,てにすぼーる
tennis racket,てにすらけっと
Danish (pastry),でにっしゅ
Danish pastry,でにっしゅぺすとりー
denim,でにむ
to eat at Denny's,でにる
tenuto,てぬーと
tenuto,てぬと
Tennessee,てねしー
Denebola (Lion's tail star in Leonis),でねぼら
tenor,てのーる
denotation,でのていしょん
denotational,でのてーしょなる
denotation,でのてーしょん
denomination (reducing the face value of currency after inflation),でのみ
denomination,でのみねーしょん
departure,でぱーちゃー
department store,でぱーと
department,でぱーとめんと
department store,でぱーとめんとすとあ
Davis Cup,ではい
device,でばいす
device ID,でばいすあいでぃー
device stack,でばいすすたっく
device driver,でばいすどらいば
device font,でばいすふぉんと
device bay,でばいすべい
device name,でばいすめい
divider,でばいだー
debug,でばぐ
basement of a department store (where foodstuffs are usually sold),でぱちか
basement of a department store (where foodstuffs are usually sold),でぱちか
debugger,でばっが
debugger,でばっがー
debugging,でばっぎんぐ
debugging monitor,でばっぎんぐもにた
debug,でばっぐ
debugging line,でばっぐぎょう
debugging section,でばっぐせつ
debug(ger) flag,でばっぐふらぐ
African mole rat (any rodent of family Bathyergidae),でばねずみ
devaluation,でばりゅえーしょん
restaurant inside a department store,でぱれす
Debian,でびあん
Davis Cup,でびすかっぷ
debit card,でびっとかーど
debit card service,でびっとかーどさーびす
dehydrogenase,でひどろげなーぜ
dehydrocholic acid,でひどろこーるさん
dehydroacetic acid,でひどろさくさん
devitroceramics,でびとろせらみっくす
debut,でびゅー
debut,でびゅう
debutante,でびゅたんと
devil,でびる
sharp ear,でびるいやー
long ears,でびるいやー
devil's food cake,でびるずふーどけーき
devilfish,でびるふぃっしゅ
TeX,てふ
differential gear,でふ
chubby,でぶ
fat,でぶ
de facto,でふぁくと
de facto standard,でふぁくとすたんだーど
definition,でふぃにしょん
default,でふぉーると
default value,でふぉーるとち
defogger,でふぉっがー
default,でふぉると
default instance,でふぉるといんすたんす
default gateway,でふぉるとげーとうぇい
default setting (setup),でふぉるとせってい
default value,でふぉるとち
default data,でふぉるとでーた
default assumption,でふぉるとときのかいしゃく
distortion (often used for caricature in manga, etc.) (fre: deformer),でふぉるめ
deformation,でふぉるめ
defense condition,でふこん
defence condition,でふこん
depth interview,でぷすいんたびゅー
chubby-chasing (fat fetishism),でぶせん
chubby-chaser,でぶせん
chubby-chasing (fat fetishism),でぶせん
chubby-chaser,でぶせん
tephra (particles ejected by an eruption),てふら
Defrag,でふらぐ
defragment,でふらぐめんと
debris,でぶり
to grow fat,でぶる
to become fat,でぶる
deflation,でふれ
deflation,でふれーしょん
deflator,でふれーたー
deflationary gap,でふれぎゃっぷ
deflation,でふれしょん
deflationary spiral,でふれすぱいらる
depression,でぷれっしょん
defroster,でふろすたー
Teflon,てふろん
Tehran,てへらん
developer,でべろっぱー
Developer2000,でべろっぱーにせん
